HSE Actions Item Tracker,,,,,,,,,,,,,
Sr. #,Date,Month,Auditor Name,Action Drived From,Audit Description,Area/Clauses,Actions / Recommendation,Severity,Responsible Department,Responsible Manager,Target date,Action Item Status,
1869,21/01/2026,Jan,Kashif,Critical / Specialist Audit Plan,Inpection of Non Industrial Fans,Gate-3 guards sitting area,Plastic Non Industrial Fan is installed need to replace with metal fans,High,ESD,Adeel Siddiqui  ,13-Jul-26,Done,
1870,21/01/2026,Jan,Kashif,Critical / Specialist Audit Plan,Inpection of Non Industrial Fans,FGS office,Plastic Non Industrial Fan is installed need to replace with metal fans,High,ESD,Adeel Siddiqui  ,14-Jul-26,Done,
1871,21/01/2026,Jan,Kashif,Critical / Specialist Audit Plan,Inpection of Non Industrial Fans,Line-11 office area,Plastic Non Industrial Fan is installed need to replace with metal fans,High,ESD,Adeel Siddiqui  ,15-Jul-26,Done,
1872,21/01/2026,Jan,Kashif,Critical / Specialist Audit Plan,Inpection of Non Industrial Fans,Printer room infront of Line-1 pack,Plastic Non Industrial Fan is installed need to replace with metal fans,High,ESD,Adeel Siddiqui  ,16-Jul-26,Done,
1873,21/01/2026,Jan,Kashif,Critical / Specialist Audit Plan,Inpection of Non Industrial Fans,Silo area,Plastic Non Industrial Fan is installed need to replace with metal fans,High,ESD,Adeel Siddiqui  ,17-Jul-26,Done,
1874,21/01/2026,Jan,Kashif,Critical / Specialist Audit Plan,Inpection of Non Industrial Fans,Line-11 Flour room,Plastic Non Industrial Fan is installed need to replace with metal fans,High,ESD,Adeel Siddiqui  ,18-Jul-26,Done,
1875,21/01/2026,Jan,Kashif,Critical / Specialist Audit Plan,Inpection of Non Industrial Fans,RMS 1st Floor Flour room,Plastic Non Industrial Fan is installed need to replace with metal fans,High,ESD,Adeel Siddiqui  ,19-Jul-26,Done,
1876,21/01/2026,Jan,Kashif,Critical / Specialist Audit Plan,Inpection of Non Industrial Fans,Q.C Lab ,Plastic Non Industrial Fan is installed need to replace with metal fans,High,ESD,Adeel Siddiqui  ,20-Jul-26,Done,
1877,21/01/2026,Jan,Kashif,Critical / Specialist Audit Plan,Inpection of Non Industrial Fans,PRD Manager office,Plastic Non Industrial Fan is installed need to replace with metal fans,High,ESD,Adeel Siddiqui  ,21-Jul-26,Done,
1878,21/01/2026,Jan,Kashif,Critical / Specialist Audit Plan,Inpection of Non Industrial Fans,Near Scada system,Plastic Non Industrial Fan is installed need to replace with metal fans,High,ESD,Adeel Siddiqui  ,22-Jul-26,Pending,
1879,21/01/2026,Jan,Kashif,Critical / Specialist Audit Plan,Inpection of Non Industrial Fans,RMS office,Plastic Non Industrial Fan is installed need to replace with metal fans,High,ESD,Adeel Siddiqui  ,23-Jul-26,Pending,
1880,21/01/2026,Jan,Kashif,Critical / Specialist Audit Plan,Inpection of Non Industrial Fans,RMS Entrance G.F,Plastic Non Industrial Fan is installed need to replace with metal fans,High,ESD,Adeel Siddiqui  ,24-Jul-26,Pending,
1881,21/01/2026,Jan,Kashif,Critical / Specialist Audit Plan,Inpection of Non Industrial Fans,PMS office,Plastic Non Industrial Fan is installed need to replace with metal fans,High,ESD,Adeel Siddiqui  ,25-Jul-26,Pending,
1882,21/01/2026,Jan,Kashif,Critical / Specialist Audit Plan,Inpection of Non Industrial Fans,ESD Store office,Plastic Non Industrial Fan is installed need to replace with metal fans,High,ESD,Adeel Siddiqui  ,26-Jul-26,Pending,
1883,07/02/2026,July,Yaseen ,Critical / Specialist Audit Plan,New Girls Canteen Survey,New Girls Canteen,"Several  benches were found with inadequate structural supports, making them unstable during normal use and increasing the likelihood of collapse under load.",High,ADM IR & HR,Shahid Bashir,09-Jul-26,Done,
1884,07/02/2026,July,Yaseen ,Critical / Specialist Audit Plan,New Girls Canteen Survey,New Girls Canteen,"The locker room was observed to have open access without proper windows, allowing insects and pests to enter the area and creating an unhygienic environment.",Medium,ADM IR & HR,Shahid Bashir,09-Jul-26,Done,
1885,07/02/2026,July,Yaseen ,Critical / Specialist Audit Plan,New Girls Canteen Survey,New Girls Canteen,"A protruding screw was observed on the walkway near a low beam, creating a snagging and tripping hazard that could result in personnel falling while passing through the area.",High,ADM IR & HR,Shahid Bashir,10-Jul-26,Done,
1886,07/02/2026,July,Yaseen ,Critical / Specialist Audit Plan,New Girls Canteen Survey,New Girls Canteen,"Several lockers were found improperly aligned and not adequately secured, creating a risk of tipping over and causing injury to personnel.",High,ADM IR & HR,Shahid Bashir,09-Jul-26,Done,
1887,07/02/2026,July,Yaseen ,Critical / Specialist Audit Plan,New Girls Canteen Survey,New Girls Canteen,"Pipes and overhead beams were obstructing the designated walkway, forcing personnel to navigate around obstacles and increasing the risk of slip, trip, and fall incidents.",High,ADM IR & HR,Shahid Bashir,10-Jul-26,Done,
1888,07/02/2026,July,Yaseen ,Critical / Specialist Audit Plan,New Girls Canteen Survey,New Girls Canteen,"Heat monitoring conducted in the canteen recorded a temperature of 41°C, indicating excessive heat exposure that may lead to heat stress, dehydration, and discomfort for employees.",High,ESD,Adeel Siddiqui  ,10-Jul-26,Done,
1889,07/02/2026,July,Yaseen ,Critical / Specialist Audit Plan,New Girls Canteen Survey,New Girls Canteen,"A staircase was found to be substandard and unstable, with inadequate structural stability that may cause loss of balance and falls during use.",High,ADM IR & HR,Shahid Bashir,09-Jul-26,Done,
1890,07/02/2026,July,Yaseen ,Critical / Specialist Audit Plan,New Girls Canteen Survey,New Girls Canteen,"Uneven flooring was observed in the area, creating an unsafe walking surface and increasing the likelihood of slips, trips, and falls.",High,ADM IR & HR,Shahid Bashir,10-Jul-26,Done,
1891,07/02/2026,July,Yaseen ,Critical / Specialist Audit Plan,New Girls Canteen Survey,New Girls Canteen,"The gift room entrance was found open without any safety barrier or green net, allowing unrestricted access and increasing the risk of unauthorized entry and accidental exposure to stored materials.",Medium,ADM IR & HR,Shahid Bashir,09-Jul-26,Pending,
1892,07/02/2026,July,Yaseen ,Critical / Specialist Audit Plan,New Girls Canteen Survey,New Girls Canteen,"The cable tray was found damaged, with electrical cables protruding outside the tray, increasing the risk of cable damage, electrical short circuits, and electric shock.",High,ADM IR & HR,Shahid Bashir,08-Jul-26,Pending,
1893,07/02/2026,July,Yaseen ,Critical / Specialist Audit Plan,New Girls Canteen Survey,New Girls Canteen,"Obstructions were present along the access route to the prayer area, requiring personnel to step over them and significantly increasing the risk of slip, trip, and fall incidents.",High,ADM IR & HR,Shahid Bashir,10-Jul-26,Pending,
1894,07/02/2026,July,Yaseen ,Critical / Specialist Audit Plan,New Girls Canteen Survey,New Girls Canteen,"Exposed pipes passing through the locker area were found without adequate protection, making them susceptible to accidental impact, damage, and potential leakage.",High,ESD,Adeel Siddiqui  ,09-Jul-26,Pending,
1895,07/02/2026,July,Yaseen ,Critical / Specialist Audit Plan,New Girls Canteen Survey,New Girls Canteen,"Uneven flooring combined with obstructions was observed in the walking path, forcing employees to step over obstacles and creating a significant trip hazard.",High,ADM IR & HR,Shahid Bashir,10-Jul-26,Pending,
1896,07/02/2026,July,Yaseen ,Critical / Specialist Audit Plan,New Girls Canteen Survey,New Girls Canteen,"A pedestal fan was placed for ventilation; however, its protective guard was missing, exposing the rotating blades and creating a risk of contact with hands, clothing, or loose objects.",High,ESD ,Adeel Siddiqui  ,08-Jul-26,Pending,
1897,07/02/2026,July,Yaseen ,Critical / Specialist Audit Plan,New Girls Canteen Survey,New Girls Canteen,"Multiple benches were found with incomplete welding and open structural joints, reducing their strength and creating a risk of structural failure during use.",High,ADM IR & HR,Shahid Bashir,08-Jul-26,Done,
1898,07/02/2026,July,Yaseen ,Critical / Specialist Audit Plan,New Girls Canteen Survey,New Girls Canteen,"Sharp edges were observed on the exposed beams, creating a risk of cuts, bruises, and head injuries to personnel passing through the area.",High,HSE,Naveed Taqvi,09-Jul-26,Done,
1899,07/02/2026,July,Yaseen ,Critical / Specialist Audit Plan,New Girls Canteen Survey,New Girls Canteen,"The crossover was found without side railings and was not securely fixed, creating a risk of instability and falls while being used by workers.",High,ADM IR & HR,Shahid Bashir,10-Jul-26,Done,
1900,07/02/2026,July,Yaseen ,Critical / Specialist Audit Plan,New Girls Canteen Survey,New Girls Canteen,"A permanent crossover is required with railing to allow safe movement of workers across the area, as employees currently have to step over obstacles, increasing the risk of slips, trips, and falls.",High,ADM IR & HR,Shahid Bashir,10-Jul-26,Done,
1901,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,No shell-to-shell clearance between tanks violating NFPA 30. Ensure proper spacing or provide fire-rated barriers.,High,Stores,Muhammad Sheeraz Khan,01-Jul-26,Pending,
1902,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,Overfill protection systems such as high-level alarms are absent. Install high-level alarms and overfill protection systems.,High,Stores,Muhammad Sheeraz Khan,01-Jul-26,Pending,
1903,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,Periodic inspection records are unavailable indicating API 653 non-compliance. Establish and maintain inspection records as per API 653.,Medium,Stores,Muhammad Sheeraz Khan,08-Aug-26,Pending,
1904,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,Grounding is inconsistent and missing in some areas. Provide complete bonding and grounding system.,High,ESD,Adeel Siddiqui  ,01-Jul-26,Pending,
1905,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,Lightning protection is not applicable due to indoor installation. No action required; maintain record for compliance.,Medium,ESD,Adeel Siddiqui  ,NA,Done,
1906,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,Minor flange leakages were identified and rectified. Ensure periodic inspection to prevent recurrence.,Low,ESD,Adeel Siddiqui  ,NA,Done,
1907,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,Fire extinguishers of suitable type are installed as per requirements. Maintain inspection and always ensure validity.,High,HSE,Naveed Taqvi,NA,Done,
1908,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,Firewater coverage is inadequate with limited hose reels. Install additional hose reels to ensure adequate coverage at oil tank room 2 & 3.,High,HSE,Naveed Taqvi,01-Jul-26,Pending,Subject to budget approval
1909,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,"API 650 certification unavailable with foundation cracks and settlement observed. Conduct structural assessment, repairs, and obtain certification.",Medium,ESD,Adeel Siddiqui  ,08-Aug-26,Pending,
1910,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,Tank spacing does not meet NFPA 30 requirements except Line 11. Modify layout or implement fire protection measures.,Medium,ESD,Adeel Siddiqui  ,08-Aug-26,Pending,
1911,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,Stainless steel tanks lack external corrosion protection. Apply protective coating or install cathodic protection.,Medium,ESD,Adeel Siddiqui  ,08-Aug-26,Pending,
1912,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,Emergency venting arrangements are not installed. Install emergency vents to prevent overpressure.,High,ESD,Adeel Siddiqui  ,01-Jul-26,Pending,
1913,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,Bund walls are insufficient for spill containment. Increase capacity and ensure proper integrity without cracks or leakage,High,PRJ,Khurram Raza,01-Aug-26,Pending,
1914,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,Tank Rooms 2 and 3 lack ventilation. Install adequate ventilation systems to prevent vapor buildup.,High,ESD,Adeel Siddiqui  ,01-Jul-26,Pending,
1915,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,“No Smoking” and hazard signage is displayed and compliant. Ensure continuous visibility and maintenance of signage.,Low,HSE,Naveed Taqvi,Immediate,Done,
1916,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,Tank areas are not secured allowing unsafe practices. Implement access control and restrict unauthorized entry.,High,Stores,Muhammad Sheeraz Khan,01-Jul-26,Pending,
1917,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,Eyewash facilities are not available within required proximity. Install eyewash stations near tank areas.,Medium,Stores,Muhammad Sheeraz Khan,08-Aug-26,Pending,
1918,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,Emergency shutdown systems are not installed. Install ESD systems for rapid emergency isolation.,High,ESD,Adeel Siddiqui  ,01-Jul-26,Done,
1919,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,"Level, temperature, and pressure monitoring instruments are not installed. Install necessary monitoring instruments.",High,ESD,Adeel Siddiqui  ,01-Jul-26,Pending,
1920,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,Slippery monkey ladder without hand railing is unsafe for access; provide fixed anti-slip ladder/staircase with proper railing and conduct regular inspections to prevent slips and falls.,High,ESD,Adeel Siddiqui  ,01-Jul-26,Pending,
1921,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,Open flame heating under tanks presents severe hazard with past near-miss history. Eliminate open flame heating and adopt safer alternatives.,High,Stores,Muhammad Sheeraz Khan,Immediate (within 7 days ? 08 Jun 2026),Pending,
1922,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,No historical inspection and maintenance documentation is maintained. Develop and maintain proper inspection records.,Low,Stores,Muhammad Sheeraz Khan,31-Aug-26,Pending,
1923,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,MSDS sheets are not displayed near tank areas. Display MSDS for all stored chemicals.,Medium,Stores,Muhammad Sheeraz Khan,08-Aug-26,Pending,
1924,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,Safe access to valves is not provided requiring unsafe clibing. Provide proper platforms or access systems.,High,ESD,Adeel Siddiqui  ,01-Jul-26,Done,
1925,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,Transfer pumps are unlabeled and lack bonding. Label pumps and ensure proper bonding and grounding.,High,ESD,Adeel Siddiqui  ,01-Jul-26,Pending,
1926,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,Spill control equipment is not available at tank locations. Provide adequate spill kits.,High,Stores,Muhammad Sheeraz Khan,01-Jul-26,Pending,
1927,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,Tanks are not labeled with product information. Clearly label all tanks with identification and hazards.,Low,Stores,Muhammad Sheeraz Khan,31-Aug-26,Pending,
1928,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,Emergency response procedures are not displayed in tank areas. Display procedures prominently.,Medium,HSE,Naveed Taqvi,08-Aug-26,Pending,Subject to budget approval
1929,13/05/2026,May,Kashif,Critical / Specialist Audit Plan,Oil Tank Rooms Inpection,OIL Tank Rooms,Electrical installations are not explosion-proof. Upgrade to explosion-proof (Ex-rated) equipment.,High,ESD,Adeel Siddiqui  ,01-Jul-26,Done,
